book_id,isbn,authors,year,title,average_rating,ratings_count,image_url
7947,1433502410,anonymous lane t dennis wayne a grudem,2002,esv study bible,4.76,8953,https://images.gr-assets.com/books/1410151002m/5031805.jpg
7949,1559702028,miklos nyiszli tibere kremer bruno bettelheim richard seaver,1946,auschwitz a doctors eyewitness account,4.24,8422,https://images.gr-assets.com/books/1356698317m/315578.jpg
7950,374166854,thomas l friedman,2008,hot flat and crowded why we need a green revolutionand how it can renew america,3.68,10714,https://images.gr-assets.com/books/1312006327m/2358737.jpg
7951,307021106,kathryn jackson byron jackson gustav tenggren,1947,the saggy baggy elephant a little golden book,4.06,15288,https://images.gr-assets.com/books/1320481063m/825576.jpg
7952,140447970,gustave flaubert robert baldick geoffrey wall,1869,sentimental education,3.83,11642,https://images.gr-assets.com/books/1327788473m/2183.jpg
7953,1439157995,mike birbiglia,2010,sleepwalk with me and other painfully true stories,3.85,10790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7957,778314189,maria v snyder,2012,scent of magic healer 2,4.13,16400,https://images.gr-assets.com/books/1335295226m/12027429.jpg
7958,399158278,robert crais,2012,taken elvis cole 15 joe pike 4,4.17,12492,https://images.gr-assets.com/books/1315773532m/11889938.jpg
7959,60564679,mary kay andrews,2006,savannah breeze weezie and bebe mysteries 2,4.05,13053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7960,765345013,juliet marillier,2001,child of the prophecy sevenwaters 3,4.11,15142,https://images.gr-assets.com/books/1343590673m/13925.jpg
7961,451458621,marion zimmer bradley diana l paxson,2000,priestess of avalon avalon 4,4.03,13823,https://images.gr-assets.com/books/1274559433m/84552.jpg
7963,1400030269,michel houellebecq,2001,platform,3.79,9024,https://images.gr-assets.com/books/1328330240m/88514.jpg
7964,1451686579,jonah berger,2013,contagious why things catch on,3.88,11287,https://images.gr-assets.com/books/1376783352m/15801967.jpg
7965,451209133,terry mcmillan,1989,disappearing acts,4.21,11309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7966,159532402X,natsuki takaya alethea nibley athena nibley,2001,fruits basket vol 7,4.41,16111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7967,61438294,joe navarro marvin karlins,2008,what every body is saying an exfbi agents guide to speedreading people,3.9,10204,https://images.gr-assets.com/books/1355055362m/1173576.jpg
7968,515142891,nora roberts,1996,finding the dream dream trilogy 3,4.06,16408,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7969,045121742X,lauren willig,2004,the secret history of the pink carnation pink carnation 1,3.69,17367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7970,684852225,annie proulx,1999,close range,3.99,11107,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7971,1557830665,stephen sondheim hugh wheeler christopher godfrey bond,1974,sweeney todd the demon barber of fleet street,4.17,12850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7972,345450728,kristin hannah,2002,distant shores,3.7,12174,https://images.gr-assets.com/books/1320544877m/836984.jpg
7974,800871863,shusaku endo william johnston,1966,silence,4.1,11917,https://images.gr-assets.com/books/1327991351m/25200.jpg
7975,545142997,rachel ward,2008,numbers numbers 1,3.46,16717,https://images.gr-assets.com/books/1386036562m/6609758.jpg
7976,749934409,jd robb,2002,reunion in death in death 14,4.33,16688,https://images.gr-assets.com/books/1305123931m/238140.jpg
7977,310245729,philip yancey,1977,where is god when it hurts,4.22,9972,https://images.gr-assets.com/books/1328847643m/173572.jpg
7978,61727660,jacqueline winspear,2010,the mapping of love and death maisie dobbs 7,4.19,14010,https://images.gr-assets.com/books/1329659691m/6553733.jpg
7979,1501141511,bruce springsteen,2016,born to run,4.18,14276,https://images.gr-assets.com/books/1472979089m/29072594.jpg
7980,1476762627,wednesday martin,2015,primates of park avenue,3.05,9210,https://images.gr-assets.com/books/1430942586m/23492673.jpg
7981,590396560,tamora pierce,2002,cold fire the circle opens 3,4.05,17424,https://images.gr-assets.com/books/1328861813m/153792.jpg
7982,425197220,nora roberts,1994,hidden riches,3.97,12871,https://images.gr-assets.com/books/1309207156m/114128.jpg
7983,042521575X,nalini singh,2007,visions of heat psychangeling 2,4.13,22754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7984,62363603,margot lee shetterly,2016,hidden figures the american dream and the untold story of the black women mathematicians who helped win the space race,3.92,19947,https://images.gr-assets.com/books/1481844518m/25953369.jpg
7985,1861977697,robert greene,2001,the art of seduction,4.05,10100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7986,446500038,jacqueline carey,2007,kushiels justice imriels trilogy 2,4.24,14422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7987,356501507,iain m banks,2012,the hydrogen sonata culture 10,4.15,10964,https://images.gr-assets.com/books/1340894566m/13497991.jpg
7988,670064181,joseph boyden,2013,the orenda,4.24,10830,https://images.gr-assets.com/books/1363710334m/17661831.jpg
7989,553499084,rj palacio,2014,the julian chapter wonder story,4.31,10437,https://images.gr-assets.com/books/1399502333m/20878809.jpg
7990,1406790273,john locke,1689,an essay concerning human understanding,3.82,11456,https://images.gr-assets.com/books/1416179522m/90078.jpg
7991,7120680,agatha christie,1969,halloween party hercule poirot 36,3.66,14932,https://images.gr-assets.com/books/1295673439m/16307.jpg
7992,61869724,sara shepard,2011,never have i ever the lying game 2,4.03,15419,https://images.gr-assets.com/books/1289526446m/9266793.jpg
7994,1881273652,gary chapman d ross campbell,1995,the five love languages of children,4.21,9744,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7995,1400077095,alexander mccall smith,2004,the sunday philosophy club isabel dalhousie 1,3.36,14279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7996,042520300X,jd robb,2004,visions in death in death 19,4.33,16888,https://images.gr-assets.com/books/1390188401m/238142.jpg
7997,451528719,henry james michael cunningham,1880,washington square,3.67,12071,https://images.gr-assets.com/books/1309286618m/133954.jpg
7998,039575531X,carl r rogers peter d kramer,1961,on becoming a person a therapists view of psychotherapy,4.11,9988,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8000,60556579,matt ridley,1993,the red queen sex and the evolution of human nature,4.02,11437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8002,1416566384,mary higgins clark,2008,where are you now,3.77,12550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8003,054529844X,david baldacci,2013,day of doom the 39 clues cahills vs vespers 6,4.13,11699,https://images.gr-assets.com/books/1361785037m/12107925.jpg
8004,1931514798,masami tsuda darcy lockman jack niida,1996,kare kano his and her circumstances vol 1,3.96,12863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8005,045146527X,anne bishop,2015,vision in silver the others 3,4.27,15605,https://images.gr-assets.com/books/1404354570m/21457243.jpg
8006,1478927941,james patterson marshall karp,2015,nypd red 3 nypd red 3,4.03,6798,https://images.gr-assets.com/books/1423508688m/22674493.jpg
8007,1408808870,howard jacobson,2010,the finkler question,2.76,9627,https://images.gr-assets.com/books/1319018978m/8664368.jpg
8008,749934433,jd robb,2003,imitation in death in death 17,4.34,17318,https://images.gr-assets.com/books/1305124047m/238139.jpg
8009,60594772,iris rainer dart,1985,beaches,4.14,12362,https://images.gr-assets.com/books/1490973062m/1219954.jpg
8010,440229081,david almond,1998,skellig skellig 1,3.77,13778,https://images.gr-assets.com/books/1320460285m/24271.jpg
8011,1420926993,david hume,1748,an enquiry concerning human understanding,3.9,11646,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8012,743268571,mary higgins clark,2007,i heard that song before,3.81,12611,https://images.gr-assets.com/books/1408925501m/170641.jpg
8013,803741715,bj novak,2014,the book with no pictures,4.34,13984,https://images.gr-assets.com/books/1400873472m/20821299.jpg
8014,671700758,maxwell maltz,1960,psychocybernetics a new way to get more living out of life,4.2,10652,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8015,061871166X,amitav ghosh,2004,the hungry tide,3.91,9722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8016,385337639,mary lawson,2002,crow lake,3.85,12220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8018,140086838,leslie marmon silko,1977,ceremony,3.73,11547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8020,1632156741,brian k vaughan cliff chiang matthew wilson,2016,paper girls vol 1 paper girls 1,3.87,23858,https://images.gr-assets.com/books/1458578587m/28204534.jpg
8021,888994168,deborah ellis,2000,the breadwinner the breadwinner 1,3.93,11816,https://images.gr-assets.com/books/1388330682m/828015.jpg
8022,778314472,robyn carr,2013,the wanderer thunder point 1,3.95,11256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8023,1582346178,stephen clarke,2004,a year in the merde,3.54,10319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8024,62132520,dorothea benton frank,2014,the hurricane sisters,3.49,10793,https://images.gr-assets.com/books/1395873591m/18635039.jpg
8025,802141323,frantz fanon jeanpaul sartre richard philcox homi k bhabha,1961,the wretched of the earth,4.16,11142,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8026,1416516859,clive cussler,1984,deep six dirk pitt 7,3.88,13100,https://images.gr-assets.com/books/1400897211m/41698.jpg
8027,1576739759,bruce h wilkinson david kopp,2001,secrets of the vine breaking through to abundance,4.13,10040,https://images.gr-assets.com/books/1335813686m/974122.jpg
8028,553586386,anne frank susan massotty,1960,anne franks tales from the secret annex,4.23,10587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8029,080413717X,robert jackson bennett,2014,city of stairs the divine cities 1,4.13,11863,https://images.gr-assets.com/books/1394545220m/20174424.jpg
8030,743484274,mary higgins clark,1980,the cradle will fall,3.89,14370,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8031,439108381,bruce coville,1994,into the land of the unicorns unicorn chronicles 1,4.04,14976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8032,373250746,lauren henderson chris manby sarah mlynowski jill a davis stella duffy lisa jewell marian keyes sophie kinsella adele lang carole matthews anna maxted megan mccafferty alisa valdes isabel wolff meg cabot jessica adams louise bagshawe emily barr jenny colgan lynda curnyn jennifer weiner,2004,girls night in,3.61,11485,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8033,60938110,irvin d yalom nicola ferguson,2001,the gift of therapy an open letter to a new generation of therapists and their patients,4.22,9569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8034,1591841003,seth godin,2005,all marketers are liars the power of telling authentic stories in a lowtrust world,3.88,9068,https://images.gr-assets.com/books/1420382656m/160830.jpg
8035,756403146,cs friedman,1991,black sun rising the coldfire trilogy 1,3.93,13994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8036,039915776X,david r gillham,2012,city of women,3.8,11676,https://images.gr-assets.com/books/1479779319m/13593526.jpg
8037,486270653,moliere,1666,the misanthrope,3.78,12994,https://images.gr-assets.com/books/1416873266m/752994.jpg
8038,345340442,david eddings,1984,the belgariad boxed set pawn of prophecy  queen of sorcery  magicians gambit  castle of wizardry  enchanters end game the belgariad 15,4.26,11755,https://images.gr-assets.com/books/1391347386m/44660.jpg
8039,753819481,alice walker,1989,the temple of my familiar,4.05,11471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8040,349400202,jr ward,2011,envy fallen angels 3,4.21,15836,https://images.gr-assets.com/books/1464568467m/9542259.jpg
8042,312949812,lisa kleypas,2008,seduce me at sunrise the hathaways 2,4.1,22167,https://images.gr-assets.com/books/1390526497m/2948832.jpg
8043,373212054,jennifer l armentrout,2016,the problem with forever,4.0,17394,https://images.gr-assets.com/books/1452349399m/26721568.jpg
8044,385755929,jennifer niven,2016,holding up the universe,3.93,19504,https://images.gr-assets.com/books/1463377718m/28686840.jpg
8045,141006579,sarah vowell,2000,take the cannoli,3.86,10235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8046,1594487154,daniel h pink,2012,to sell is human the surprising truth about moving others,3.89,9858,https://images.gr-assets.com/books/1355138750m/13593553.jpg
8047,451037707,james d watson,1968,the double helix,3.87,11415,https://images.gr-assets.com/books/1384152213m/126061.jpg
8048,718147715,jamie oliver,2006,cook with jamie,4.05,10592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8049,553580302,brian herbert kevin j anderson,2000,house harkonnen prelude to dune 2,3.63,11890,https://images.gr-assets.com/books/1403181168m/20253.jpg
8050,749909056,sherrilyn kenyon,2009,dream warrior dreamhunter 4 darkhunter 17,4.21,12404,https://images.gr-assets.com/books/1358132728m/2992069.jpg
8051,1400066212,tracy kidder,2000,strength in what remains a journey of remembrance and forgiveness,4.01,11833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8052,714840831,shoichi aoki mark sanders shoich aoki,2001,fruits,3.94,9397,https://images.gr-assets.com/books/1431398203m/46913.jpg
8053,312966202,james herriot,1981,the lord god made them all,4.39,12510,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8054,7191480,louise rennison,2005,then he ate my boy entrancers confessions of georgia nicolson 6,4.09,14737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8055,60267887,arnold lobel,1987,the frog and toad treasury frog and toad are friendsfrog and toad togetherfrog and toad all year  frog and toad 13,4.4,13214,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8057,6499473,mary westmacott agatha christie,1944,absent in the spring,4.14,9787,https://images.gr-assets.com/books/1396225976m/140345.jpg
8059,399162593,lynda mullaly hunt,2015,fish in a tree,4.28,15582,https://images.gr-assets.com/books/1403181554m/22402972.jpg
8060,345528921,debbie macomber,2012,the inn at rose harbor rose harbor 1,3.93,13001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8061,770435629,fiona carnarvon,2011,lady almina and the real downton abbey the lost legacy of highclere castle,3.61,12235,https://images.gr-assets.com/books/1344371479m/12926432.jpg
8062,451460413,sm stirling,2004,dies the fire emberverse 1,3.92,11912,https://images.gr-assets.com/books/1414175443m/116445.jpg
8064,1591840538,bethany mclean peter elkind,2003,the smartest guys in the room the amazing rise and scandalous fall of enron,4.14,10525,https://images.gr-assets.com/books/1309204701m/113576.jpg
8065,62359983,jacqueline woodson,2016,another brooklyn,3.87,13176,https://images.gr-assets.com/books/1491253077m/27213163.jpg
8066,451218469,john shors,2004,beneath a marble sky,3.99,11427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8067,765354934,douglas preston lincoln child,1996,mount dragon,3.91,12656,https://images.gr-assets.com/books/1312037682m/39032.jpg
8068,042511984X,brian coffey dean koontz,1977,the face of fear,3.8,13345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8069,157322359X,kurt cobain,2002,journals,3.98,10349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8070,316210986,james patterson michael ledwidge,2013,gone michael bennett 6,4.01,10444,https://images.gr-assets.com/books/1369155131m/17333279.jpg
8071,330412744,don delillo,2003,cosmopolis,3.22,10099,https://images.gr-assets.com/books/1328389098m/28703.jpg
8072,380704420,mary downing hahn,1986,wait till helen comes,4.14,13629,https://images.gr-assets.com/books/1486692223m/267972.jpg
8073,61257052,adriana trigiani,2009,very valentine,3.8,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8074,1401210015,bill willingham mark buckingham steve leialoha shawn mcmanus andrew pepoy,2006,fables vol 8 wolves,4.28,15530,https://images.gr-assets.com/books/1375393296m/21324.jpg
8075,009949857X,maeve binchy,1982,light a penny candle,3.88,13144,https://images.gr-assets.com/books/1320391955m/41962.jpg
8076,515140880,christine feehan,2002,dark demon dark 16,4.34,15915,https://images.gr-assets.com/books/1309288721m/184324.jpg
8077,1607063921,robert kirkman charlie adlard cliff rathburn,2011,the walking dead vol 14 no way out,4.34,13590,https://images.gr-assets.com/books/1327883131m/10822174.jpg
8078,1582406987,robert kirkman charlie adlard,2005,the walking dead book two the walking dead 1324,4.35,12650,https://images.gr-assets.com/books/1366213424m/138399.jpg
8079,156226006,italo calvino william weaver antaios khrusostomides eleutheria kopsida,1965,cosmicomics,4.2,10389,https://images.gr-assets.com/books/1327975008m/59780.jpg
8080,671789457,alice walker,1992,possessing the secret of joy,4.06,11748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8081,20248717,clifford d simak,1963,way station,4.03,12087,https://images.gr-assets.com/books/1326490682m/190999.jpg
8082,373210051,rachel vincent,2010,my soul to keep soul screamers 3,4.09,17033,https://images.gr-assets.com/books/1268059270m/7476122.jpg
8083,023252078X,henri jm nouwen,1991,the return of the prodigal son a story of homecoming,4.38,10802,https://images.gr-assets.com/books/1327010857m/175113.jpg
8084,393324869,charles wheelan,2002,naked economics undressing the dismal science,4.0,5646,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8085,590396056,tamora pierce,2000,magic steps the circle opens 1,3.98,17813,https://images.gr-assets.com/books/1366188641m/153781.jpg
8087,60733497,guy gavriel kay,1995,the lions of alrassan,4.27,13954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8088,1416521836,laura wiess,2007,such a pretty girl,3.89,13445,https://images.gr-assets.com/books/1336185676m/162086.jpg
8090,297775340,judith krantz,1978,scruples,3.8,12465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8091,312385188,sandra dallas,1997,prayers for sale,3.83,13730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8092,1439183368,don winslow,2010,savages,3.84,10645,https://images.gr-assets.com/books/1368577399m/8008928.jpg
8093,553582895,dean koontz,1994,dark rivers of the heart,3.88,13792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8094,345423291,elizabeth berg,1998,what we keep,3.91,12742,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8095,1416985794,janne teller martin aitken,2000,nothing,3.76,9290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8096,452156610,an roquelaure anne rice,1983,sleeping beauty box set,3.98,9850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8097,1563896451,brian azzarello eduardo risso,1999,100 bullets vol 1 first shot last call,3.82,13026,https://images.gr-assets.com/books/1327888942m/94510.jpg
8098,1841496057,karen miller,2005,the awakened mage kingmaker kingbreaker 2,3.71,12475,https://images.gr-assets.com/books/1327918842m/1116393.jpg
8099,440910811,madeleine lengle,1980,a ring of endless light austin family 4,4.14,15629,https://images.gr-assets.com/books/1279354664m/14358.jpg
8100,316036064,sara zarr,2011,how to save a life,3.89,13864,https://images.gr-assets.com/books/1337211222m/10757806.jpg
8101,1416577572,matthew reilly,2009,the 5 greatest warriors jack west jr 3,4.24,10772,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8102,399170898,jd robb,2016,brotherhood in death in death 42,4.35,9041,https://images.gr-assets.com/books/1439226052m/25337081.jpg
8103,886773776,mercedes lackey,1987,arrows flight heralds of valdemar 2,4.13,17226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8104,763628115,liz kessler sarah gibb,2003,the tail of emily windsnap emily windsnap 1,3.89,16453,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8105,1455554596,sarah hepola,2015,blackout remembering the things i drank to forget,3.96,9165,https://images.gr-assets.com/books/1423750824m/23341862.jpg
8106,399256202,john flanagan,2012,the invaders brotherband chronicles 2,4.4,13040,https://images.gr-assets.com/books/1327983041m/13003565.jpg
8107,1598185217,w somerset maugham,1919,the moon and sixpence,4.11,10074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8109,1401210821,neil gaiman mike dringenberg chris bachalo michael zulli kelly jones charles vess colleen doran malcolm jones iii steve parkhouse daniel vozzo lee loughridge steve oliff todd klein dave mckean sam kieth,2006,the absolute sandman volume one,4.65,13401,https://images.gr-assets.com/books/1312226853m/23753.jpg
8111,689863624,cynthia voigt,1982,diceys song tillerman cycle 2,3.94,14926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8112,1582408254,robert kirkman charlie adlard cliff rathburn rus wooton,2007,the walking dead book three the walking dead 2536,4.43,12384,https://images.gr-assets.com/books/1426446934m/763429.jpg
8114,679733787,kobo abe e dale saunders,1962,the woman in the dunes,3.91,11467,https://images.gr-assets.com/books/1361254930m/9998.jpg
8115,140248927,mario vargas llosa helen r lane,1977,aunt julia and the scriptwriter,3.9,9228,https://images.gr-assets.com/books/1327993472m/77298.jpg
8116,62422960,victoria aveyard,2015,queen song red queen 01,3.74,12436,https://images.gr-assets.com/books/1437677533m/25005214.jpg
8117,1563895684,warren ellis darick robertson rodney ramos,1999,transmetropolitan vol 3 year of the bastard transmetropolitan 3,4.4,12188,https://images.gr-assets.com/books/1452027011m/22418.jpg
8120,60688246,sheldon vanauken cs lewis,1977,a severe mercy a story of faith tragedy and triumph,4.32,11207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8121,307265722,charles c mann,2011,1493 uncovering the new world columbus created,4.05,10963,https://images.gr-assets.com/books/1327900945m/9862761.jpg
8122,758254091,anna jean mayhew,2011,the dry grass of august,3.82,12446,https://images.gr-assets.com/books/1327170212m/9429531.jpg
8123,545298431,linda sue park,2012,trust no one the 39 clues cahills vs vespers 5,4.2,11768,https://images.gr-assets.com/books/1358266266m/12107927.jpg
8124,385528078,colson whitehead,2010,zone one,3.25,12370,https://images.gr-assets.com/books/1327888785m/10365343.jpg
8125,843960434,jennifer ashley,2009,the madness of lord ian mackenzie mackenzies  mcbrides 1,4.07,19932,https://images.gr-assets.com/books/1322336718m/5981872.jpg
8126,99453452,stephen hunter,1993,point of impact bob lee swagger 1,4.26,10318,https://images.gr-assets.com/books/1315656617m/127712.jpg
8127,009947915X,jm coetzee,1983,life and times of michael k,3.85,10647,https://images.gr-assets.com/books/1327203650m/6193.jpg
8128,044900483X,mary doria russell,1998,children of god the sparrow 2,4.05,12938,https://images.gr-assets.com/books/1373509005m/16948.jpg
8130,718152433,jamie oliver,2007,jamie at home cook your way to the good life,4.09,10588,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8131,425197395,clive cussler,1973,the mediterranean caper dirk pitt 2,3.75,13139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8132,451454243,marion zimmer bradley diana l paxson,1993,the forest house avalon 2,3.85,13951,https://images.gr-assets.com/books/1319444215m/18892.jpg
8133,743484193,john sandford,1999,certain prey lucas davenport 10,4.2,12320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8134,425210812,maryjanice davidson,2005,undead and unreturnable undead 4,3.89,18700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8135,441014763,jack campbell,2007,fearless the lost fleet 2,3.97,12733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8136,553578553,sara donati,2000,dawn on a distant shore wilderness 2,4.19,11461,https://images.gr-assets.com/books/1403186902m/820956.jpg
8139,525426361,esther earl lori earl wayne earl john green,2014,this star wont go out the life and words of esther grace earl,4.19,12887,https://images.gr-assets.com/books/1392015126m/17675031.jpg
8140,60898526,aldous huxley,1958,brave new world revisited,3.93,11073,https://images.gr-assets.com/books/1410136964m/5481.jpg
8141,345301110,pauline reage sabine destree,1954,story of o story of o 1,3.34,10922,https://images.gr-assets.com/books/1464369941m/40483.jpg
8142,60757639,robin hobb,2006,forest mage soldier son 2,3.35,11953,https://images.gr-assets.com/books/1446012746m/45106.jpg
8146,425138232,jack higgins,1992,eye of the storm sean dillon 1,3.96,11724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8148,60880120,meg cabot,2006,how to be popular,3.54,18568,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8150,345432401,mario puzo,1999,omerta,3.68,10538,https://images.gr-assets.com/books/1327867034m/22028.jpg
8151,62103733,elizabeth norris,2012,unraveling unraveling 1,3.84,16361,https://images.gr-assets.com/books/1337474732m/12157365.jpg
8152,330311735,richard bach,1988,one,3.94,9349,https://images.gr-assets.com/books/1356137029m/265264.jpg
8153,763618985,kate dicamillo,2001,the tiger rising,3.78,14832,https://images.gr-assets.com/books/1479692331m/37187.jpg
8154,886774268,mercedes lackey,1990,magics price valdemar last heraldmage 3,4.26,17108,https://images.gr-assets.com/books/1478489331m/28734.jpg
8156,425173909,agatha christie,1953,after the funeral hercule poirot 29,3.84,13569,https://images.gr-assets.com/books/1384881992m/527744.jpg
8157,1582404976,mark millar jg jones brian k vaughan,2005,wanted,3.71,11462,https://images.gr-assets.com/books/1355855954m/160848.jpg
8158,1421506297,tsugumi ohba takeshi obata,2005,death note vol 8 target death note 8,4.27,14494,https://images.gr-assets.com/books/1487897453m/13614.jpg
8159,785122133,chris claremont john byrne,1983,xmen the dark phoenix saga,4.26,11113,https://images.gr-assets.com/books/1409504820m/103111.jpg
8160,375714499,noam chomsky edward s herman,1988,manufacturing consent the political economy of the mass media,4.22,10301,https://images.gr-assets.com/books/1222383663m/12617.jpg
8161,670557110,astrid lindgren gerry bothmer,1948,pippi in the south seas,4.1,13911,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8162,192834401,horace walpole,1764,the castle of otranto,3.18,12921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8165,312890176,gene wolfe,1994,shadow  claw the book of the new sun 12,4.04,11282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
